taxa,PC1,PC2,PC3
T,-1.7767409653472,-9.06179194827943,12.0096414232068
T,-3.97973582544194,-11.0880864066296,10.4718213942265
T,-11.2583934063906,-14.8930496156479,5.749451861117
T,-3.2770168505551,-12.3997441550891,11.071705226152
T,-3.2770168505551,-12.3997441550891,11.071705226152
T,0.57992120903231,-7.33327637090179,12.0300673300867
T,-7.2398663793484,-15.0067441793694,8.69519760158975
T,-0.189623636757723,-7.81766187369685,11.4841923283709
T,-0.535123407000582,-3.26014349267169,15.6183510491658
T,-3.17169610508044,-5.78986776106047,13.3031638010647
T,-6.28583338971256,0.66417392704607,7.34183399983458
T,-3.03612936639721,-7.4596453331899,12.9299778472934
T,-4.16730145750287,-13.9703385717408,8.69207936222681
T,-9.28925293825096,-13.0462156806367,7.00659439168927
T,-0.791448319638292,5.68296605372137,25.451263491913
T,-6.53137900197647,8.30526167061957,20.857799850962
T,-0.84740381903138,3.17157731562051,25.5525163354244
T,-2.92822534451631,4.30012430434553,23.5701390800404
T,0.692721046229599,5.57317726156196,28.7028869186502
T,0.628887646759309,5.48643535076721,28.8018132856681
T,-8.10765802319658,4.92671817974931,21.1002565200076
T,-0.901122209229271,5.22897650066776,23.0403883574953
T,-1.85612144712049,5.38974521341981,27.2123361755347
T,-1.67200254667452,-1.15886889603775,30.7127153429753
T,0.268193132832894,0.967698374575436,25.9842902956089
T,0.652964775472779,5.60106512307888,29.4879619616355
T,-1.04350004560177,4.50190791121158,21.3299910335461
T,1.48949400571456,3.29822848815506,26.7114496748563
T,-3.5342094907462,5.79353605478892,23.9456356674427
T,-4.97696049044248,9.2833646323974,20.0408396740116
T,0.632099383138158,1.19403139279784,26.5426131399801
T,-1.35971029421881,5.63397193646453,21.5006356907471
T,-25.4995542356212,-1.95389999082443,-4.66562906161945
T,-22.5436054881794,-4.50587972813341,-1.11475077395351
T,-21.1842913189295,-11.3357444539338,-0.364503130597038
T,-21.6426291907028,-11.3303730325634,-0.320695159095459
T,-21.4533250322111,-10.6049242928567,-0.104892747749826
T,-25.8210610809599,-1.82562652120832,-5.49527033854297
T,-23.0165537776521,-6.55972320329405,-1.90287619841436
T,-22.601557375396,-11.2938873366333,-0.632784388052436
T,-22.6292726973882,-4.15475286592829,-0.550825124767597
T,-21.2251605070087,-6.65786432216682,2.27190155891688
T,-23.9176060160711,-8.2094122079479,0.655697011956121
T,-22.5421861085278,-11.1051529228213,0.746477579770631
T,-24.6364393576026,-3.48501544904972,-4.49854904444033
T,-23.9126746975696,-7.03032510011452,-2.06383274028044
T,-22.3248564355792,-10.9920921781111,-1.30446800153383
T,-22.0000012267053,-9.97628008959075,-1.26143580045893
T,-23.2471933272423,-10.9277806765585,-0.0275292766880073
T,-22.8879427655977,-10.3495702354801,0.803863833291859
T,-22.0215324411551,-6.79594083503331,-3.09385515448583
T,-23.577550309691,-10.7199950384004,-0.658330911474966
T,-20.0309189135564,-9.08465342762896,0.532020176918583
T,-23.1789558407153,-8.35733879798192,-1.52624900156213
C,-23.3564486593495,-9.85680082387849,-3.54437683046204
T,-18.6766845412757,-10.7006320485975,0.902401823160297
T,-25.3029627956175,-5.26106323079027,-5.73493699184618
T,-23.1367132931141,-4.48035698645346,-3.07193519443196
T,-23.5804992623108,-4.99449700120038,-2.65066889026492
T,-22.6167159351511,-8.28684936741285,-1.74490538501165
T,-21.3883233853808,-8.84589589429661,-0.90454007599442
T,28.4749292362324,-2.19449229357719,-4.59981592409401
T,28.5382196689929,-1.2769184086648,-2.29563665285727
T,28.3676236952369,-2.06198782264628,-4.45608185194988
T,27.857964777078,-2.88432941721307,-4.4710345497002
T,27.4905408856767,-2.40498675195956,-3.64796253048291
T,27.3666072764347,-2.57478059043106,-0.15603234456822
T,27.7193686958597,-2.07977408633729,0.426117802088596
T,29.5109641866949,-1.92890203563378,-2.52324671793099
T,28.2062832296666,-2.01309245913259,-2.15116688494705
T,28.373119956228,-2.54078380045343,-2.39205970575543
T,27.0995787502652,-2.0782066627032,0.603558698079746
T,27.1903134183835,-2.71421101271485,-0.808980853094479
T,26.3535501235773,-1.56725516510334,-0.831722690619028
T,32.8396303795522,-2.79014052570337,-6.4476787247865
T,32.1484094719131,-3.25057778456806,-5.55185345883975
T,30.3396404439471,-1.72141490941407,-3.1495105341437
T,27.6749765746557,-2.02587357020867,-3.64628800410198
T,27.9988511043446,-3.5668049568577,-4.13795507610439
T,28.1934266639357,-0.865074487096791,-2.10858397373848
T,28.4673183190334,-5.0234269850651,-5.70991517178506
T,31.4999300059341,-2.37479771273963,-4.15959320786875
T,30.376126843593,-2.9550644502048,-4.96472986439131
T,24.4540035724568,-2.64197829262983,1.03120071136147
T,28.9826669649293,-2.98649048171598,-1.87600536989335
T,31.4056536796382,-2.5638568399105,-3.35542146764038
T,29.5609066418021,-3.03524185628651,-3.81530015911173
T,29.5062850688413,-3.1304933670837,-4.3527375728339
T,27.2265003318184,-2.56018149870217,-2.92302632770467
T,29.3371495664596,-2.51315725830178,-3.22182561928006
T,31.0382523596264,-2.42824775807265,-3.47834516523628
T,28.506238604027,-2.60503449219272,-1.397380966962
T,28.97318029635,-2.00722201967486,-0.664560560763335
T,29.98862000862,-3.13409315988365,-5.09230220492535
T,-24.8919972058651,-2.94383555012083,-7.10423336700662
T,-26.1020943794223,-0.333437951043158,-3.52806913553931
T,-25.6596300191752,-2.00383319457561,-5.7541280783787
T,-25.2774619957529,-0.709004622200011,-4.33203097966504
T,-24.861426336804,-1.47287321463476,-6.27088086028394
T,-24.6924286520131,-2.04733847641411,-6.26861303925916
T,-25.821823018796,-1.71296016836959,-5.81524137315253
T,-24.6617798722159,-2.48992656190696,-6.49923648269855
T,-24.7407925829538,-1.43461010686961,-3.99325930604675
T,-25.8607085040655,-1.75805705443535,-4.62023064457082
T,-24.4158497596463,-4.81816070506061,-5.00064258804572
T,-22.1540955461436,-1.01781346745851,-5.15323130831439
T,-26.2386727051161,-2.38292616837184,-6.35394050120553
T,-25.936306359552,-0.985272388217901,-6.04413976273407
T,-26.1405264315815,-0.647226703971607,-4.26135384740845
T,-25.0476951531275,-2.93807786676031,-4.24539935214315
T,-25.287335745038,-0.225271911013229,-4.5257647964062
T,-25.7586939325819,-2.34010449720253,-6.1880996953076
T,-26.359587366183,-0.38905782407794,-5.48375634310598
T,-26.2365530544506,-2.85414469923299,-4.68560469817145
T,-25.058829144452,-4.65613774332501,-4.99776907421103
T,-24.5587933288736,-2.03317209515309,-4.95657514272614
T,-22.6049808976777,-11.0673159315375,-1.13199287953661
T,-24.7129425981669,-3.37353196222794,-4.14810832480295
T,-24.8238133667555,-0.987003734777596,-6.2141804294826
T,-26.0351356995418,-1.78296107797875,-6.11254737554525
T,-24.5370774434493,-0.334718498160194,-6.90957138743354
T,-25.7415122244786,-2.13260091010875,-5.92952599386337
T,-25.3411955596818,-3.19247591171415,-5.19744665481911
T,-24.3746538001669,-0.106064780527412,-6.17268475893525
T,-24.2726416639101,-8.87159030115612,-4.24955983670726
T,-24.3531906612409,-8.50122979972951,-3.56026204724541
T,-3.13220239877754,5.46987996835721,5.77607821862359
T,-9.51799865798709,15.4305798725967,-2.35306919451192
T,-8.05158753883558,14.7511836501034,-4.39192279667537
T,-7.28422742711163,15.5787447821977,-5.40892802567741
T,-7.06323933385072,20.7567782388394,-3.42987611304214
T,-7.31114625372017,20.8303967411989,-2.93993505018592
T,-7.61034472019644,19.2323372289493,-2.28696771390753
C,-6.60751627882491,18.7445966314786,-1.43902091497973
T,-6.359442253299,21.6207268681974,-2.66937418657184
T,-6.59304000587425,20.7387941607307,-5.41677601298222
T,-7.53035416392953,20.7759710370897,-2.88503199622837
T,-7.35975464137643,19.9501792472929,-1.64562813540599
T,-8.35661645265088,21.1647490567144,-4.82345763774254
C,-8.13609041366874,18.1226155124316,-1.70199543528097
T,-8.82866772562996,21.9021503342638,-2.54788357097546
T,-6.66554475373693,19.3187360695703,-1.80291688619949
T,-8.64251433764742,19.0878169311842,-3.05841644006044
C,-6.94593377800579,21.396050405228,-3.71794843818579
T,-11.9821148630773,24.1470515821657,-2.69978555292507
C,-10.8040422584766,23.741300383424,-4.83890335646199
T,-10.2695869714507,19.6287196522997,-1.54365613815284
T,-10.4115301005768,21.2610132803288,-2.29180027103365
T,-12.5031681484592,18.9680090456,-3.14820032054557
T,-12.2942121588493,24.0450206170721,-3.13224078137966
T,-9.22652360503257,22.3135082182706,-3.54536021923776
T,-8.82400563834589,22.8307993318637,-3.5406727675996
T,-10.3805735830067,23.7789972506227,-3.92666292090238
C,-12.2507188039659,20.1629512109604,-4.83032989273048
C,-12.2410934569625,19.8321168035461,-3.66618034393888
C,-13.2768391345187,19.8554720659003,-3.57100409548926
T,-10.9543680934953,21.7871831225987,-5.126439960277
T,-10.9229905015517,20.7169958606181,-5.63782944962652
T,-10.2879192611175,20.0201256571488,-2.77620590551332
T,-8.91297551518056,19.6253928410728,-3.16323952494131
T,-10.0740075879934,24.2836937600072,-3.53218531055139
Y,-8.51710047874441,22.4690737539475,-2.21804309056095
T,-5.97462011843543,12.4364012779106,4.03066051222754
T,-6.41961305845199,16.4399188097775,1.42717530712421
T,-16.0690466971156,2.3511164476214,0.623017956172921
